"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"10/11/2022","34,700.0","35,950.0","35,950.0","33,650.0","2.50M","-4.01%"
"09/11/2022","36,150.0","35,100.0","36,800.0","35,050.0","4.50M","3.58%"
"08/11/2022","34,900.0","33,000.0","35,000.0","33,000.0","3.08M","4.80%"
"07/11/2022","33,300.0","32,800.0","34,100.0","32,800.0","1.58M","0.00%"
"04/11/2022","33,300.0","33,000.0","33,650.0","31,550.0","2.38M","0.91%"
"03/11/2022","33,000.0","33,150.0","33,800.0","33,000.0","1.13M","-2.08%"
"02/11/2022","33,700.0","34,050.0","34,350.0","33,550.0","1.33M","-1.03%"
"01/11/2022","34,050.0","34,600.0","35,150.0","34,000.0","1.62M","-1.45%"
"31/10/2022","34,550.0","33,800.0","34,850.0","33,700.0","2.66M","2.22%"
"28/10/2022","33,800.0","34,300.0","34,950.0","33,800.0","2.11M","-0.29%"
"27/10/2022","33,900.0","31,800.0","33,900.0","31,800.0","2.03M","6.94%"
"26/10/2022","31,700.0","31,500.0","32,500.0","31,300.0","684.00K","1.28%"
"25/10/2022","31,300.0","30,000.0","32,450.0","29,300.0","1.46M","3.13%"
"24/10/2022","30,350.0","32,950.0","32,950.0","30,350.0","1.37M","-6.90%"
"21/10/2022","32,600.0","33,150.0","33,150.0","32,100.0","1.66M","-1.66%"
"20/10/2022","33,150.0","32,600.0","34,000.0","32,500.0","1.48M","0.45%"
"19/10/2022","33,000.0","32,800.0","33,500.0","32,400.0","753.30K","0.61%"
"18/10/2022","32,800.0","33,000.0","33,450.0","32,700.0","882.40K","0.31%"
"17/10/2022","32,700.0","32,950.0","32,950.0","31,700.0","1.09M","-0.91%"
"14/10/2022","33,000.0","33,000.0","33,200.0","32,600.0","1.72M","1.69%"
"13/10/2022","32,450.0","30,550.0","32,450.0","30,450.0","1.41M","6.57%"
"12/10/2022","30,450.0","29,000.0","30,450.0","28,700.0","1.48M","6.84%"
"11/10/2022","28,500.0","30,000.0","30,000.0","28,500.0","907.90K","-5.00%"
"10/10/2022","30,000.0","28,150.0","30,450.0","28,000.0","1.00M","2.74%"
"07/10/2022","29,200.0","30,500.0","30,600.0","28,900.0","1.72M","-5.81%"
"06/10/2022","31,000.0","31,950.0","31,950.0","31,000.0","915.80K","-2.52%"
"05/10/2022","31,800.0","31,800.0","32,000.0","31,300.0","516.10K","2.58%"
"04/10/2022","31,000.0","32,000.0","32,050.0","30,900.0","1.20M","-1.74%"
"03/10/2022","31,550.0","33,100.0","33,600.0","31,550.0","1.57M","-6.93%"
"30/09/2022","33,900.0","32,800.0","33,900.0","32,300.0","1.82M","1.19%"
"29/09/2022","33,500.0","34,000.0","34,100.0","33,450.0","1.00M","0.00%"
"28/09/2022","33,500.0","33,700.0","33,900.0","33,350.0","777.90K","-0.59%"
"27/09/2022","33,700.0","33,500.0","34,050.0","33,000.0","607.30K","0.90%"
"26/09/2022","33,400.0","34,100.0","34,250.0","32,400.0","2.02M","-3.88%"
"23/09/2022","34,750.0","35,600.0","35,600.0","34,500.0","785.40K","-1.14%"
"22/09/2022","35,150.0","34,550.0","35,300.0","34,450.0","977.30K","1.15%"
"21/09/2022","34,750.0","34,800.0","35,100.0","34,750.0","495.40K","-1.14%"
"20/09/2022","35,150.0","34,300.0","35,250.0","34,300.0","1.12M","2.78%"
